customerID,MonthlyCharges,tenure,Contract,InternetService,PaymentMethod,numTechTickets,numAdminTickets,Churn,ChurnProbability,RiskTier,TopRiskDriver1,NextBestAction
2920-RNCEZ,69.95,1,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.8491578249980333,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
2541-YGPKE,63.7,42,One year,DSL,Credit card (automatic),0,0,No,0.02082568597703895,Low,N/A,N/A
5382-TEMLV,50.9,45,Month-to-month,DSL,Bank transfer (automatic),1,3,No,0.2940309080203536,Low,N/A,N/A
3441-CGZJH,60.4,43,One year,DSL,Credit card (automatic),3,0,No,0.5587190245268451,High,Numtechtickets,Proactive Tech Support Outreach
9592-ERDKV,79.25,37,One year,DSL,Mailed check,0,0,No,0.027586150760040222,Low,N/A,N/A
4778-IZARL,110.1,63,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0018007888658911728,Low,N/A,N/A
0432-CAJZV,90.7,3,Month-to-month,Fiber optic,Mailed check,0,0,No,0.8107457403273116,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
7008-LZVOZ,25.3,66,Two year,No,Credit card (automatic),0,0,No,0.001474776385038744,Low,N/A,N/A
1200-TUZHR,85.2,8,Month-to-month,Fiber optic,Electronic check,0,0,No,0.871356469876106,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
9365-CSLBQ,24.35,71,Two year,No,Mailed check,0,0,No,0.0011817553048934588,Low,N/A,N/A
5884-FBCTL,25.1,72,Two year,No,Bank transfer (automatic),0,4,No,0.0012144035795284367,Low,N/A,N/A
7130-CTCUS,54.55,16,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.4531178927965237,High,Tenure,Contract Upgrade Incentive
6242-FEGFD,96.6,66,Two year,Fiber optic,Mailed check,0,0,No,0.0019332904276747884,Low,N/A,N/A
6194-HBGQN,81.15,51,One year,DSL,Credit card (automatic),0,0,No,0.008499744648510941,Low,N/A,N/A
7634-WSWDB,38.5,8,Month-to-month,DSL,Electronic check,0,0,No,0.6729188847721089,High,Tenure,Contract Upgrade Incentive
6986-IXNDM,92.9,14,Month-to-month,Fiber optic,Electronic check,0,3,No,0.7309381532943708,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
2987-BJXIK,84.7,70,Two year,DSL,Mailed check,0,0,No,0.0006386422074169708,Low,N/A,N/A
9769-TSBZE,66.0,70,Two year,DSL,Electronic check,0,0,No,0.0013199865610441666,Low,N/A,N/A
1395-WSWXR,20.75,24,Two year,No,Mailed check,0,0,No,0.0206099352484492,Low,N/A,N/A
6023-GSSXW,61.45,69,Two year,DSL,Credit card (automatic),0,3,No,0.001668936551484475,Low,N/A,N/A
6752-APNJL,54.5,42,Month-to-month,DSL,Mailed check,0,0,No,0.08156216267619897,Low,N/A,N/A
0420-HLGXF,99.75,39,Month-to-month,Fiber optic,Electronic check,0,0,No,0.2915269525399983,Low,N/A,N/A
7446-KQISO,109.75,45,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.007162225278198344,Low,N/A,N/A
9823-EALYC,80.85,72,Two year,DSL,Bank transfer (automatic),3,0,No,0.023012363353622146,Low,N/A,N/A
0582-AVCLN,20.3,38,Two year,No,Mailed check,0,0,No,0.010679819237411068,Low,N/A,N/A
5803-NQJZO,67.8,72,Two year,DSL,Bank transfer (automatic),0,0,No,0.0008418389262512299,Low,N/A,N/A
2607-DHDAK,19.8,72,Two year,No,Credit card (automatic),0,5,No,0.0012874637541127763,Low,N/A,N/A
1073-XXCZD,25.7,55,Two year,No,Bank transfer (automatic),0,2,No,0.0033433869062496156,Low,N/A,N/A
0743-HRVFF,56.15,51,One year,DSL,Electronic check,0,2,No,0.023606577635509517,Low,N/A,N/A
4006-HKYHO,86.7,63,Two year,DSL,Bank transfer (automatic),0,0,No,0.0009134075475090985,Low,N/A,N/A
3727-JEZTU,20.4,1,Month-to-month,No,Mailed check,0,0,No,0.4443280963169184,High,Tenure,Contract Upgrade Incentive
8143-ETQTI,19.65,23,Two year,No,Mailed check,0,4,No,0.019837650348598804,Low,N/A,N/A
9667-TKTVZ,54.35,2,Month-to-month,DSL,Mailed check,0,0,No,0.5872173932822375,High,Tenure,Contract Upgrade Incentive
3657-COGMW,108.1,52,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.06650962998948844,Low,N/A,N/A
8570-KLJYJ,54.45,36,One year,DSL,Mailed check,0,0,No,0.06305602828590012,Low,N/A,N/A
7754-IXRMC,45.35,1,Month-to-month,DSL,Mailed check,0,0,No,0.6782623249727942,High,Tenure,Contract Upgrade Incentive
9473-CBZOP,59.0,28,One year,DSL,Mailed check,0,1,No,0.09197328205737029,Low,N/A,N/A
2969-WGHQO,69.45,7,One year,DSL,Electronic check,0,0,No,0.31980535898172635,Low,N/A,N/A
4334-HOWRP,64.95,72,Two year,DSL,Credit card (automatic),2,0,No,0.015254337028275718,Low,N/A,N/A
5863-OOKCL,18.85,10,Month-to-month,No,Mailed check,0,4,No,0.33409311808233594,Low,N/A,N/A
1686-STUHN,19.8,42,One year,No,Bank transfer (automatic),0,0,No,0.029932466700155442,Low,N/A,N/A
1329-VHWNP,25.05,7,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.6879711753052108,High,Tenure,Contract Upgrade Incentive
0266-GMEAO,114.3,72,Two year,Fiber optic,Credit card (automatic),0,0,No,0.000606744078852557,Low,N/A,N/A
5574-NXZIU,109.2,63,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0017256676888165732,Low,N/A,N/A
0019-GFNTW,45.05,56,Two year,DSL,Bank transfer (automatic),0,2,No,0.006010675008841258,Low,N/A,N/A
4256-ZWTZI,51.0,5,Month-to-month,DSL,Mailed check,0,0,No,0.510963498591809,High,Tenure,Contract Upgrade Incentive
8309-PPCED,110.45,72,Two year,Fiber optic,Bank transfer (automatic),0,3,No,0.0008903616087926686,Low,N/A,N/A
4098-NAUKP,84.65,68,Month-to-month,Fiber optic,Electronic check,0,0,No,0.049863891585175825,Low,N/A,N/A
5196-WPYOW,60.05,67,One year,DSL,Mailed check,0,0,No,0.0041509651595273474,Low,N/A,N/A
4608-LCIMN,44.65,8,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5297749987529606,High,Tenure,Contract Upgrade Incentive
1485-YDHMM,93.25,52,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.06263870630071981,Low,N/A,N/A
4054-CUMIA,20.25,18,Month-to-month,No,Mailed check,0,0,No,0.1999973876132577,Low,N/A,N/A
0603-TPMIB,25.45,59,Two year,No,Mailed check,0,0,No,0.0022575595177161648,Low,N/A,N/A
2525-GVKQU,20.6,60,Two year,No,Mailed check,1,0,No,0.01208320098424772,Low,N/A,N/A
8161-QYMTT,94.1,7,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8225403986614189,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
9581-GVBXT,34.8,59,One year,DSL,Mailed check,0,5,No,0.01996004115754623,Low,N/A,N/A
5862-BRIXZ,60.75,46,Two year,DSL,Bank transfer (automatic),0,0,No,0.006486324361682541,Low,N/A,N/A
5404-GGUKR,51.35,5,Month-to-month,DSL,Electronic check,0,0,No,0.684816447752281,High,Tenure,Contract Upgrade Incentive
3308-JSGML,64.05,59,Two year,DSL,Credit card (automatic),0,0,No,0.0026191894615334747,Low,N/A,N/A
2126-GSEGL,84.8,70,Two year,DSL,Bank transfer (automatic),5,0,No,0.29279470353346354,Low,N/A,N/A
0440-QEXBZ,50.15,44,Month-to-month,DSL,Mailed check,0,0,No,0.10862843021004318,Low,N/A,N/A
2434-EEVDB,94.6,64,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0036220615333519505,Low,N/A,N/A
6762-QVYJO,59.75,58,Two year,DSL,Mailed check,0,0,No,0.002297236703819653,Low,N/A,N/A
6199-IWKGC,100.25,46,One year,Fiber optic,Electronic check,0,0,No,0.060720474779196267,Low,N/A,N/A
2675-DHUTR,98.9,58,Month-to-month,Fiber optic,Electronic check,0,0,No,0.07388205698373741,Low,N/A,N/A
8152-VETUR,97.7,72,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0017428230573384024,Low,N/A,N/A
7446-YPODE,60.25,11,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5228530842154813,High,Tenure,Contract Upgrade Incentive
9522-BNTHX,56.25,34,Month-to-month,DSL,Electronic check,0,0,No,0.29102865757622687,Low,N/A,N/A
4676-WLUHT,46.2,54,Two year,DSL,Bank transfer (automatic),0,1,No,0.0075615394308605885,Low,N/A,N/A
7980-MHFLQ,24.9,72,Two year,No,Mailed check,0,4,No,0.0010842347039628458,Low,N/A,N/A
0757-WCUUZ,63.35,54,Two year,DSL,Credit card (automatic),0,0,No,0.0033502945725620856,Low,N/A,N/A
1629-DQQVB,50.1,14,Month-to-month,DSL,Bank transfer (automatic),0,1,No,0.4864244362682342,High,Tenure,Contract Upgrade Incentive
0374-AACSZ,50.15,1,Month-to-month,DSL,Electronic check,0,0,No,0.7597957106057575,Critical,Tenure,Contract Upgrade Incentive
4872-VXRIL,64.65,56,One year,DSL,Bank transfer (automatic),0,0,No,0.010234923809552115,Low,N/A,N/A
9140-CZQZZ,79.6,68,Two year,DSL,Bank transfer (automatic),1,0,No,0.0028453752940657056,Low,N/A,N/A
3423-HHXAO,19.5,14,One year,No,Mailed check,0,0,No,0.1046725644876621,Low,N/A,N/A
9938-TKDGL,99.55,68,Two year,Fiber optic,Electronic check,0,0,No,0.0021436259493126716,Low,N/A,N/A
0531-ZZJWQ,74.0,55,Month-to-month,Fiber optic,Electronic check,2,0,No,0.7598446295165446,Critical,Numtechtickets,Contract Upgrade Incentive
6537-QLGEX,38.9,16,Month-to-month,DSL,Electronic check,0,0,No,0.5907009079499342,High,Tenure,Contract Upgrade Incentive
2688-BHGOG,79.55,9,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8625988243298552,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
3160-TYXLT,46.3,53,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.06875542424650806,Low,N/A,N/A
1325-USMEC,99.35,70,Two year,Fiber optic,Credit card (automatic),0,0,No,0.001669110045711648,Low,N/A,N/A
0916-QOFDP,95.8,14,Month-to-month,Fiber optic,Electronic check,0,0,No,0.7421803693333119,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
5606-AMZBO,78.15,10,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.7680615750883194,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
6199-IPCAO,26.1,29,Two year,No,Mailed check,0,0,No,0.012642279608451198,Low,N/A,N/A
5640-CAXOA,40.35,30,One year,DSL,Credit card (automatic),0,0,No,0.10576662376472137,Low,N/A,N/A
2235-EZAIK,79.2,72,Two year,DSL,Credit card (automatic),0,4,No,0.0006150122227077264,Low,N/A,N/A
3847-BAERP,20.9,10,Month-to-month,No,Mailed check,0,0,No,0.32204996860949897,Low,N/A,N/A
1453-RZFON,49.9,1,Month-to-month,DSL,Mailed check,0,0,No,0.6301568479078824,High,Tenure,Contract Upgrade Incentive
8263-OKETD,68.9,20,Month-to-month,DSL,Credit card (automatic),0,2,No,0.2540631727425526,Low,N/A,N/A
0670-KDOMA,20.25,1,Month-to-month,No,Mailed check,0,0,No,0.4448323953357272,High,Tenure,Contract Upgrade Incentive
2476-YGEFM,76.0,29,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.47023179165806717,High,Internetservice Fiber Optic,Contract Upgrade Incentive
8687-BAFGU,74.0,1,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8906873298794274,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
0641-EVBOJ,82.3,3,Month-to-month,Fiber optic,Mailed check,0,0,No,0.7978142998607128,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
0829-XXPLX,89.4,20,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.5786838456875142,High,Internetservice Fiber Optic,Contract Upgrade Incentive
9974-JFBHQ,99.15,64,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.02026514068788781,Low,N/A,N/A
6624-JDRDS,29.45,6,Month-to-month,DSL,Bank transfer (automatic),0,5,No,0.6879154800558701,High,Tenure,Contract Upgrade Incentive
0608-JDVEC,19.8,50,Two year,No,Electronic check,0,2,No,0.0075513510003502845,Low,N/A,N/A
9780-FKVVF,59.15,6,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5606355777423427,High,Tenure,Contract Upgrade Incentive
1919-RTPQD,44.75,7,Month-to-month,DSL,Electronic check,0,0,No,0.6303689551778011,High,Tenure,Contract Upgrade Incentive
5214-NLTIT,90.8,72,Two year,Fiber optic,Credit card (automatic),0,3,No,0.0016796911305901263,Low,N/A,N/A
3345-PBBFH,49.55,8,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5491266566909687,High,Tenure,Contract Upgrade Incentive
5055-BRMNE,106.7,67,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0013267469832841379,Low,N/A,N/A
2190-PHBHR,94.45,72,Two year,Fiber optic,Credit card (automatic),0,2,No,0.0017889830667903726,Low,N/A,N/A
2650-GYRYL,19.45,33,One year,No,Bank transfer (automatic),0,0,No,0.04066328013980631,Low,N/A,N/A
5208-FVQKB,67.95,70,Two year,DSL,Mailed check,0,0,No,0.0008639924057328246,Low,N/A,N/A
7184-LRUUR,65.25,22,One year,DSL,Bank transfer (automatic),0,0,No,0.13076279591778986,Low,N/A,N/A
6627-CFOSN,99.45,59,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.04974881373047018,Low,N/A,N/A
3982-JGSFD,20.35,36,One year,No,Credit card (automatic),0,0,No,0.039009998878161964,Low,N/A,N/A
1574-DYCWE,19.95,51,Two year,No,Mailed check,0,0,No,0.004227966807177166,Low,N/A,N/A
7247-XOZPB,77.4,53,One year,DSL,Bank transfer (automatic),0,0,No,0.008061488778749987,Low,N/A,N/A
2466-FCCPT,19.7,20,One year,No,Bank transfer (automatic),0,1,No,0.08572051887719945,Low,N/A,N/A
6211-WWLTF,99.7,63,Two year,Fiber optic,Credit card (automatic),6,0,No,0.8867470150257055,Critical,Numtechtickets,Proactive Tech Support Outreach
4826-TZEVA,74.8,40,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.2914448255072266,Low,N/A,N/A
6016-NXBNJ,19.15,35,One year,No,Mailed check,0,0,No,0.0401562772683836,Low,N/A,N/A
9138-EFSMO,78.95,26,One year,Fiber optic,Bank transfer (automatic),0,0,No,0.23112330022939614,Low,N/A,N/A
4632-XJMEX,62.85,53,One year,DSL,Credit card (automatic),0,0,No,0.010626547742726106,Low,N/A,N/A
8910-LEDAG,71.55,34,Month-to-month,Fiber optic,Credit card (automatic),0,4,No,0.4223980823595755,High,Internetservice Fiber Optic,Contract Upgrade Incentive
3452-GWUIN,94.95,19,Month-to-month,Fiber optic,Electronic check,0,0,No,0.6984226292958593,High,Internetservice Fiber Optic,Contract Upgrade Incentive
2716-GFZOR,86.1,43,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.17838433634846027,Low,N/A,N/A
3724-UCSHY,19.55,6,Month-to-month,No,Mailed check,0,0,No,0.3113592429289046,Low,N/A,N/A
8626-XHBIE,24.8,56,Two year,No,Mailed check,4,0,No,0.34045548832763595,Low,N/A,N/A
3192-LNKRK,84.05,34,Month-to-month,Fiber optic,Mailed check,0,0,No,0.2582978940726364,Low,N/A,N/A
4439-YRNVD,36.25,10,Month-to-month,DSL,Electronic check,0,1,No,0.6431288469288916,High,Tenure,Contract Upgrade Incentive
2208-UGTGR,98.6,56,Month-to-month,Fiber optic,Electronic check,0,0,No,0.07466600776334988,Low,N/A,N/A
3005-TYFRD,103.65,55,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.049866514474599374,Low,N/A,N/A
8670-MEFCP,92.9,36,Two year,DSL,Credit card (automatic),0,0,No,0.004942604158905832,Low,N/A,N/A
3079-BCHLN,19.9,47,One year,No,Bank transfer (automatic),0,0,No,0.02161615301960825,Low,N/A,N/A
7777-UNYHB,20.1,12,Month-to-month,No,Credit card (automatic),0,0,No,0.2725069427823588,Low,N/A,N/A
7278-CKDNC,80.5,24,Month-to-month,Fiber optic,Electronic check,0,0,No,0.6554754771191056,High,Internetservice Fiber Optic,Contract Upgrade Incentive
8450-UYIBU,39.85,35,Month-to-month,DSL,Electronic check,0,4,No,0.35136771817391316,Low,N/A,N/A
2969-VAPYH,60.5,67,One year,DSL,Credit card (automatic),0,0,No,0.006128846132109953,Low,N/A,N/A
7181-OQCUT,103.85,21,Month-to-month,Fiber optic,Mailed check,0,0,No,0.4387181593747111,High,Internetservice Fiber Optic,Contract Upgrade Incentive
8474-UMLNT,67.8,13,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.3809726538120988,Low,N/A,N/A
3836-FZSDJ,24.85,71,Two year,No,Bank transfer (automatic),0,0,No,0.0016514530444502607,Low,N/A,N/A
9142-XMYJH,19.35,29,Month-to-month,No,Credit card (automatic),0,0,No,0.1525101312732065,Low,N/A,N/A
0187-QSXOE,89.0,7,Month-to-month,Fiber optic,Electronic check,0,3,No,0.8567307620306578,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
7733-UDMTP,55.0,57,Month-to-month,DSL,Electronic check,0,0,No,0.08072927614592307,Low,N/A,N/A
2649-HWLYB,76.15,65,Two year,DSL,Bank transfer (automatic),0,0,No,0.0010182765612602156,Low,N/A,N/A
5214-CHIWJ,20.3,27,One year,No,Mailed check,0,0,No,0.058189682065220474,Low,N/A,N/A
6904-JLBGY,117.35,72,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0008633290630044378,Low,N/A,N/A
2465-BLLEU,19.75,1,Month-to-month,No,Mailed check,0,0,No,0.4232467310966666,High,Tenure,Contract Upgrade Incentive
1685-VAYJF,45.2,11,Month-to-month,DSL,Credit card (automatic),0,0,No,0.517930839010645,High,Tenure,Contract Upgrade Incentive
8874-EJNSR,25.2,39,Two year,No,Mailed check,0,0,No,0.006520822988838298,Low,N/A,N/A
6917-YACBP,89.75,59,Month-to-month,Fiber optic,Electronic check,0,0,No,0.09880875578106385,Low,N/A,N/A
5049-MUBWG,75.0,26,One year,DSL,Bank transfer (automatic),0,0,No,0.06488974166587355,Low,N/A,N/A
4223-WOZCM,49.95,2,Month-to-month,DSL,Mailed check,0,0,No,0.675762653470964,High,Tenure,Contract Upgrade Incentive
0769-MURVM,65.7,72,Two year,DSL,Bank transfer (automatic),0,3,No,0.0008819648406937437,Low,N/A,N/A
9253-VIFJQ,67.05,65,One year,DSL,Credit card (automatic),1,3,No,0.020759271671550804,Low,N/A,N/A
7030-FZTFM,110.9,72,Two year,Fiber optic,Credit card (automatic),0,4,No,0.000663564439466067,Low,N/A,N/A
9741-YLNTD,87.95,6,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.7624185399392346,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
5917-RYRMG,19.8,32,One year,No,Credit card (automatic),0,0,No,0.05994873287238174,Low,N/A,N/A
5120-ZBLAI,75.7,50,One year,DSL,Bank transfer (automatic),0,0,No,0.013984115857499096,Low,N/A,N/A
1194-BHJYC,62.15,61,Two year,DSL,Mailed check,0,2,No,0.0019333587767236258,Low,N/A,N/A
0906-QVPMS,115.15,72,Two year,Fiber optic,Bank transfer (automatic),0,4,No,0.0006750124892849573,Low,N/A,N/A
1905-OEILC,19.5,1,Month-to-month,No,Mailed check,0,0,No,0.44735557488183453,High,Tenure,Contract Upgrade Incentive
7858-GTZSP,86.55,12,Month-to-month,Fiber optic,Electronic check,0,0,No,0.7965216238599498,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
6248-BSHKG,20.4,61,One year,No,Mailed check,0,0,No,0.0076683269752204405,Low,N/A,N/A
4685-TFLLS,19.8,18,One year,No,Bank transfer (automatic),0,4,No,0.0872361396521729,Low,N/A,N/A
3470-BTGQO,45.65,21,Month-to-month,DSL,Mailed check,0,0,No,0.31240765279479327,Low,N/A,N/A
1209-VFFOC,56.4,68,Two year,DSL,Mailed check,0,0,No,0.001206527772381838,Low,N/A,N/A
8224-DWCKX,73.3,12,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.7891989612677213,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
4553-DVPZG,101.35,62,Month-to-month,Fiber optic,Electronic check,0,1,No,0.04738222358868326,Low,N/A,N/A
6917-IAYHD,33.6,1,Month-to-month,DSL,Mailed check,0,0,No,0.6127121975462595,High,Tenure,Contract Upgrade Incentive
8620-RJPZN,20.7,1,Month-to-month,No,Electronic check,0,0,No,0.5605553130108942,High,Tenure,Contract Upgrade Incentive
7572-KPVKK,104.05,62,Two year,Fiber optic,Electronic check,0,0,No,0.0029400357834372384,Low,N/A,N/A
2642-MAWLJ,20.25,36,Two year,No,Bank transfer (automatic),0,0,No,0.010824371866095759,Low,N/A,N/A
7103-ZGVNT,73.7,69,One year,DSL,Credit card (automatic),0,0,No,0.0027246702892840756,Low,N/A,N/A
2027-WKXMW,108.75,63,Month-to-month,Fiber optic,Electronic check,0,5,No,0.027100734471306728,Low,N/A,N/A
7137-NAXML,20.15,23,One year,No,Bank transfer (automatic),0,0,No,0.08249846757033907,Low,N/A,N/A
2428-ZMCTB,19.75,10,Month-to-month,No,Credit card (automatic),0,0,No,0.3191858753554407,Low,N/A,N/A
2961-VNFKL,25.95,71,Two year,No,Credit card (automatic),0,0,No,0.0014032361172004071,Low,N/A,N/A
1768-HNVGJ,70.05,45,Month-to-month,DSL,Electronic check,0,0,No,0.09649153658351826,Low,N/A,N/A
6963-KQYQB,24.05,70,Two year,No,Mailed check,0,0,No,0.0012469094790100654,Low,N/A,N/A
5934-RMPOV,84.75,22,Month-to-month,Fiber optic,Electronic check,0,0,No,0.6233038809878322,High,Internetservice Fiber Optic,Contract Upgrade Incentive
1207-BLKSA,23.05,52,Two year,No,Mailed check,0,2,No,0.0035904500231672388,Low,N/A,N/A
8316-BBQAY,59.95,65,Two year,DSL,Credit card (automatic),0,0,No,0.001920440683706709,Low,N/A,N/A
1166-PQLGG,19.55,72,Two year,No,Bank transfer (automatic),0,0,No,0.0014868604614753857,Low,N/A,N/A
3146-JTQHR,19.6,10,One year,No,Bank transfer (automatic),0,0,No,0.14765200900661893,Low,N/A,N/A
4291-YZODP,20.05,7,One year,No,Mailed check,0,0,No,0.1549477842027502,Low,N/A,N/A
4395-PZMSN,85.55,5,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8863757337873457,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
6427-FEFIG,78.6,24,Two year,DSL,Credit card (automatic),0,0,No,0.0213368941261737,Low,N/A,N/A
0017-IUDMW,116.8,72,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0005664803015170271,Low,N/A,N/A
8706-HRADD,43.55,21,Month-to-month,DSL,Mailed check,1,0,No,0.6221841510130458,High,Numtechtickets,Contract Upgrade Incentive
9955-QOPOY,60.8,69,One year,DSL,Credit card (automatic),0,0,No,0.00418728759960916,Low,N/A,N/A
4385-ZKVNW,54.9,44,Month-to-month,DSL,Bank transfer (automatic),0,4,No,0.0634982707184892,Low,N/A,N/A
5446-DKWYW,65.2,61,One year,DSL,Electronic check,0,0,No,0.013854661877184543,Low,N/A,N/A
9031-ZVQPT,108.2,72,Two year,Fiber optic,Electronic check,0,0,No,0.0012466995962969656,Low,N/A,N/A
2990-IAJSV,92.0,72,Two year,DSL,Bank transfer (automatic),0,3,No,0.00035591416319857454,Low,N/A,N/A
8107-KNCIM,75.1,14,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8172030695577344,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
9027-YFHQJ,25.05,7,Month-to-month,No,Bank transfer (automatic),0,0,No,0.35410127432138416,Low,N/A,N/A
5176-LDKUH,75.15,48,One year,Fiber optic,Electronic check,0,0,No,0.10559488462671505,Low,N/A,N/A
4644-OBGFZ,19.5,55,One year,No,Mailed check,0,0,No,0.011071684430498711,Low,N/A,N/A
7926-IJOOU,19.3,1,Month-to-month,No,Credit card (automatic),0,0,No,0.4378883605370517,High,Tenure,Contract Upgrade Incentive
6480-YAGIY,112.2,45,One year,Fiber optic,Credit card (automatic),0,4,No,0.0264042660245799,Low,N/A,N/A
4029-HPFVY,70.3,3,Month-to-month,Fiber optic,Mailed check,0,0,No,0.8496149538226846,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
7602-DBTOU,19.6,71,Two year,No,Mailed check,0,0,No,0.001641026531459951,Low,N/A,N/A
5345-BMKWB,20.25,8,Month-to-month,No,Mailed check,0,0,No,0.3183230666379374,Low,N/A,N/A
5457-COLHT,80.65,69,Two year,DSL,Bank transfer (automatic),0,0,No,0.00055535382134878,Low,N/A,N/A
5451-YHYPW,115.75,72,Two year,Fiber optic,Credit card (automatic),0,0,No,0.0008303308265212029,Low,N/A,N/A
7998-WNZEM,80.6,71,Two year,DSL,Bank transfer (automatic),0,0,No,0.00058821230914867,Low,N/A,N/A
4664-NJCMS,59.55,33,Two year,DSL,Bank transfer (automatic),0,0,No,0.017016550744373242,Low,N/A,N/A
0307-BCOPK,19.05,16,One year,No,Mailed check,0,0,No,0.11433218373159124,Low,N/A,N/A
7629-WFGLW,95.65,56,One year,Fiber optic,Electronic check,0,3,No,0.03225422011792964,Low,N/A,N/A
2542-HYGIQ,19.95,1,Month-to-month,No,Credit card (automatic),0,0,No,0.4591184700395719,High,Tenure,Contract Upgrade Incentive
5016-LIPDW,19.4,57,One year,No,Mailed check,5,0,No,0.8801941659389552,Critical,Numtechtickets,Proactive Tech Support Outreach
6481-LXPWL,36.1,56,One year,DSL,Credit card (automatic),0,0,No,0.02393968330508085,Low,N/A,N/A
6124-ACRHJ,19.75,1,Month-to-month,No,Mailed check,0,0,No,0.44651420717046486,High,Tenure,Contract Upgrade Incentive
9362-MWODR,64.1,40,Month-to-month,DSL,Credit card (automatic),0,4,No,0.07596946356359507,Low,N/A,N/A
9975-GPKZU,19.75,46,Two year,No,Credit card (automatic),0,0,No,0.00548921242975246,Low,N/A,N/A
9625-RZFUK,19.7,63,Two year,No,Mailed check,0,0,No,0.0019839979744420305,Low,N/A,N/A
5153-LXKDT,110.2,68,Two year,Fiber optic,Electronic check,0,0,No,0.001753116743098401,Low,N/A,N/A
5161-UBZXI,106.35,69,Two year,Fiber optic,Credit card (automatic),0,0,No,0.001012833425545008,Low,N/A,N/A
1020-JPQOW,90.55,56,Month-to-month,Fiber optic,Electronic check,0,0,No,0.08144644406161688,Low,N/A,N/A
7919-ZODZZ,65.9,10,One year,DSL,Mailed check,0,1,No,0.20018950632632296,Low,N/A,N/A
0565-JUPYD,104.5,63,One year,Fiber optic,Credit card (automatic),0,0,No,0.00742938082184488,Low,N/A,N/A
6867-ACCZI,52.5,24,Two year,DSL,Mailed check,0,0,No,0.028604212906426788,Low,N/A,N/A
5939-XAIXZ,56.1,19,Month-to-month,DSL,Mailed check,0,0,No,0.3542789023246355,Low,N/A,N/A
9054-FOWNV,88.75,22,Month-to-month,Fiber optic,Electronic check,0,0,No,0.568456372049649,High,Internetservice Fiber Optic,Contract Upgrade Incentive
8207-VVMYB,26.0,70,Two year,No,Bank transfer (automatic),0,2,No,0.0014652728827829905,Low,N/A,N/A
9732-EQMWY,99.4,49,Month-to-month,Fiber optic,Electronic check,0,0,No,0.12272551166024198,Low,N/A,N/A
5269-NRGDP,73.15,42,One year,DSL,Electronic check,0,0,No,0.02496999544581808,Low,N/A,N/A
6195-MELTI,54.65,57,One year,DSL,Mailed check,0,0,No,0.011775932224191486,Low,N/A,N/A
